Profile Pic,Nums/Length Username,Full Name Words,Bio Length,External Url,Private,Verified,Business,#Posts,#Followers,#Following,Fake
1,0.2,0,0,0,0,0,0,0,6,0,1
0,0.5,4,0,0,0,0,0,0,15,499,1
1,0.5,1,0,0,0,0,0,1,62,6154,1
1,0,1,0,0,0,0,0,2,93,6168,1
1,0,0,0,0,1,0,0,3,33,2824,1
1,0,1,0,0,0,0,0,3,100,6197,1
1,0,1,0,0,1,0,0,0,376,2116,1
1,0,1,0,0,0,0,0,3,67,4237,1
1,0,0,31,0,1,0,0,9,73,5144,1
1,0,0,0,0,0,0,0,2,93,6148,1
1,0.333,2,47,1,1,0,0,33,308,799,1
1,0,1,0,0,0,0,0,3,96,6275,1
1,0,1,147,0,1,0,0,861,592,1721,1
1,0,1,0,0,0,0,0,4,74,6193,1
1,0.222,1,0,0,0,0,0,135,204,1390,1
1,0,1,0,0,0,0,0,2,97,6258,1
1,0.444,2,28,0,0,0,0,19,664,2452,1
1,0,1,0,0,1,0,0,1,31,958,1
1,0,2,59,0,0,0,1,1549,151,267,1
1,0,1,0,0,0,0,0,3,66,5338,1
1,0,0,0,0,0,0,0,2,81,6234,1
1,0,1,0,0,0,0,0,4,63,5238,1
0,0.235,0,0,0,0,0,0,0,16,475,1
0,0.25,2,0,0,0,0,0,0,9,0,1
0,0,2,12,0,0,0,0,0,17,535,1
1,0,1,0,0,0,0,0,3,79,6187,1
1,0,0,0,0,0,0,0,1,52,673,1
1,0,2,52,0,1,0,0,33,209,414,1
1,0,1,0,0,0,0,0,2,103,6200,1
1,0.091,2,0,0,0,0,0,59,549,2449,1
1,0,2,0,0,0,0,0,1,26,878,1
1,0.143,1,0,0,0,0,0,18,490,6584,1
1,0,1,52,0,1,0,0,337,396,1219,1
1,0,1,0,0,0,0,0,4,90,5982,1
1,0,2,117,0,1,0,0,363,279,1244,1
1,0,1,0,0,0,0,0,3,81,6293,1
1,0,2,0,0,0,0,0,5,15,292,1
1,0,1,136,0,0,0,1,297,1454,5684,1
1,0.308,1,54,0,1,0,0,43,132,321,1
1,0.176,1,0,0,0,0,0,1,58,3065,1
1,0,0,0,0,1,0,0,10,25,6098,1
1,0.231,1,149,1,0,0,0,27,129,3056,1
1,0,1,41,0,0,0,0,1,244,763,1
1,0,0,0,0,0,0,0,5,16,536,1
1,0,0,0,0,0,0,0,2,52,6146,1
1,0,1,0,0,0,0,0,3,82,4593,1
1,0,0,78,0,0,0,0,11,301,832,1
1,0,0,0,0,1,0,0,3,23,4548,1
1,0,0,0,0,1,0,0,3,24,5174,1
1,0.231,2,30,0,1,0,0,28,360,838,1
1,0.5,2,44,0,1,0,0,7833,1021,7497,1
1,0.3,1,4,0,0,0,0,7,5,22,1
1,0,1,0,0,0,0,0,4,65,5242,1
1,0,1,0,0,0,0,0,2,87,5434,1
1,0,1,0,0,0,0,0,1,25,1228,1
1,0.091,0,0,0,1,0,0,2,27,3609,1
0,0,2,17,1,1,0,0,0,104,3282,1
1,0.143,2,0,0,0,0,0,1,332,3090,1
1,0,2,2,0,1,0,0,8,661,1562,1
0,0,0,0,0,0,0,0,0,2,223,1
1,0,2,58,0,1,0,0,47,296,4909,1
1,0.143,1,0,0,1,0,0,0,5,67,1
1,0,1,0,0,0,0,0,3,81,6108,1
0,0,1,46,0,0,0,0,0,46,259,1
0,0.444,2,0,0,0,0,0,0,2,14,1
0,0.375,0,0,0,0,0,0,0,15,26,1
0,0,2,0,0,0,0,0,0,30,75,1
0,0,0,0,0,0,0,0,0,224,72,1
0,0,3,11,0,0,0,0,0,5,149,1
0,0.2,0,0,0,1,0,0,0,0,22,1
1,0,1,0,0,0,0,0,23,15,141,1
1,0.1,0,0,0,0,0,0,5,519,5313,1
1,0.5,1,43,0,0,0,0,4,1,13,1
1,0,1,24,0,0,0,0,0,42,505,1
1,0.273,0,32,0,0,0,0,0,21,31,1
0,0,1,0,0,0,0,0,0,113,1392,1
0,0,0,20,0,0,0,1,0,131,294,1
0,0.364,0,0,0,0,0,0,0,11,15,1
1,0,1,0,0,1,0,0,0,44,323,1
1,0.364,0,0,0,0,0,0,0,0,3,1
0,0,1,0,0,0,0,0,0,34,332,1
1,0,0,0,0,0,0,0,0,1,14,1
0,0,2,0,0,0,0,0,0,0,48,1
1,0,2,130,0,0,0,0,34,135,501,1
0,0.091,1,0,0,1,0,0,0,3,18,1
1,0,4,26,0,0,0,0,50,1144,2732,1
0,0,1,0,0,1,0,0,0,1,951,1
0,0.455,2,0,0,0,0,0,0,0,49,1
1,0.133,1,12,0,0,0,0,0,296,290,1
0,0,2,0,0,0,0,0,0,13,73,1
1,0,4,31,0,0,0,0,34,2756,5755,1
0,0,0,0,0,1,0,0,0,3,40,1
0,0,1,0,0,1,0,0,0,0,64,1
1,0,1,130,0,0,0,0,57,427,703,1
1,0,0,6,0,0,0,0,6,9,22,1
1,0,1,39,0,0,0,0,193,156,320,1
0,0,0,0,0,0,0,0,0,38,627,1
1,0.308,1,0,0,0,0,0,0,49,83,1
0,0,2,0,0,1,0,0,0,49,247,1
1,0.2,1,26,0,0,0,0,5,91,56,1
1,0.1,1,0,0,1,0,0,1,14,112,1
0,0.091,1,0,0,0,0,0,0,0,17,1
1,0.062,0,0,0,0,0,0,0,38,59,1
1,0,0,0,0,0,0,0,9,6,151,1
1,0.556,0,0,0,0,0,0,0,12,39,1
0,0.444,0,0,0,0,0,0,0,0,42,1
0,0,1,0,0,1,0,0,0,195,497,1
0,0.364,0,0,0,1,0,0,0,5,15,1
0,0.059,0,0,0,0,0,0,0,13,38,1
1,0.571,2,0,0,0,0,0,0,30,37,1
1,0,2,9,0,1,0,0,0,349,1854,1
0,0,1,0,0,0,0,0,0,40,497,1
1,0.04,5,144,0,0,0,0,118,205,515,1
0,0.1,1,0,0,0,0,0,0,0,20,1
0,0,0,0,0,0,0,0,0,13,45,1
0,0.118,2,0,0,0,0,0,0,13,18,1
1,0.4,1,0,0,0,0,0,0,16,23,1
0,0,2,0,0,0,0,0,0,161,538,1
0,0.143,2,0,0,0,0,0,1,3,5,1
0,0,0,0,0,0,0,0,0,18,124,1
0,0.455,1,0,0,0,0,0,0,0,5,1
1,0.2,2,0,0,0,0,0,0,23,68,1
0,0,2,0,0,0,0,0,0,3,3,1
1,0.444,1,0,0,0,0,0,13,388,1274,1
1,0.167,2,0,0,0,0,0,0,138,0,1
1,0.273,0,0,0,0,0,0,0,17,71,1
1,0.133,1,111,0,0,0,0,0,568,7388,1
1,0.25,1,0,0,0,0,0,4,10,48,1
1,0,2,70,0,0,0,0,3,111,1428,1
1,0,1,0,0,0,0,0,0,67,795,1
1,0,0,115,0,0,0,0,2,214,718,1
0,0,2,0,0,1,0,0,0,10,171,1
1,0,2,0,0,0,0,0,1,44,385,1
1,0,1,0,0,0,0,0,1,133,6606,1
1,0.545,1,0,0,0,0,0,4,86,6444,1
0,0.2,1,0,0,0,0,0,0,63,3082,1
1,0.5,4,56,0,0,0,0,5,146,6466,1
0,0.133,1,95,0,0,0,1,4,99,2958,1
1,0.308,2,0,0,0,0,0,1,70,5537,1
1,0,2,0,0,0,0,0,5,253,1895,1
1,0.067,0,0,0,0,0,0,1,137,6417,1
0,0,1,0,0,0,0,0,0,44,3995,1
0,0,2,0,0,0,0,0,0,113,6571,1
1,0,3,27,0,0,0,0,1,141,6432,1
1,0.545,1,0,0,0,0,0,3,213,1945,1
1,0.083,3,0,0,0,0,0,5,3013,6694,1
1,0.667,2,0,0,0,0,0,26,282,7392,1
0,0,1,0,0,0,0,0,0,1,193,1
0,0,0,0,0,0,0,0,2,122,4537,1
1,0.308,1,0,0,0,0,0,0,87,4609,1
1,0,3,75,0,0,0,0,1,102,159,1
1,0,1,0,0,0,0,0,0,88,322,1
0,0,1,0,0,0,0,0,0,929,1315,1
1,0,3,91,0,0,0,0,4,230,2239,1
0,0.4,1,0,0,0,0,0,7,42,119,1
1,0.217,2,0,0,0,0,0,1,18,129,1
1,0.333,1,131,0,0,0,0,4,9,76,1
0,0,0,39,0,0,0,0,0,260,2566,1
0,0.4,0,0,0,0,0,0,0,14,468,1
1,0.143,3,0,0,0,0,0,20,51,423,1
1,0,1,0,0,0,0,0,2,267,3555,1
1,0,1,137,0,0,0,0,9,164,4058,1
0,0,0,0,0,0,0,0,1,260,5923,1
